43176,0x0076,00 D6
43182,0x0070,00 13
0013
43202,0x0100,19 74
43211,0x0076,00 DF
43216,0x0070,00 15
0015
43223,0x0001,00 02
43238,0x0100,19 78
43248,0x0076,00 E0
43252,0x0070,00 16
0016
43273,0x0100,1A 08
43308,0x0100,1A 7C
43318,0x0076,00 E3
43323,0x0070,00 17
0017
43342,0x0100,1B 5C
43353,0x0076,00 E6
43358,0x0070,00 18
0018
43363,0x0001,00 03
43377,0x0100,1B F8
43388,0x0076,00 E8
43412,0x0100,1C D4
43422,0x0076,00 E9
43428,0x0070,00 19
0019
43448,0x0100,1D C0
43462,0x0070,00 18
0018
43484,0x0100,1F 40
43493,0x0076,00 E6
43520,0x0100,1F F8
43529,0x0076,00 E3
43534,0x0070,00 17
0017
43554,0x0100,20 D8
43564,0x0076,00 DD
43569,0x0070,00 15
0015
43574,0x0001,00 02
43589,0x0100,21 54
43599,0x0076,00 DC
43623,0x0100,21 E4
43658,0x0100,22 3C
43668,0x0076,00 D8
43674,0x0070,00 13
0013
43679,0x0001,00 01
43694,0x0100,21 E8
43703,0x0076,00 D5
43708,0x0070,00 12
0012
43714,0x0001,00 00
43729,0x0100,21 78
43739,0x0076,00 D3
43744,0x0070,00 11
0011
43765,0x0100,20 B0
43800,0x0100,1F 8C
43810,0x0076,00 CD
43815,0x0070,00 10
0010
43835,0x0100,1E C0
43869,0x0100,1D F8
43904,0x0100,1C FC
43940,0x0100,1C 20
43970,0x0064,00 00
43975,0x0100,1B 24
44011,0x0100,19 98
44046,0x0100,19 10
44081,0x0100,19 24
44115,0x0100,19 10
44150,0x0100,18 AC
44185,0x0100,18 78
45716,0x0100,23 B8
45726,0x0076,00 ED
45731,0x0070,00 19
0019
45735,0x0001,00 04
45751,0x0100,24 80
45761,0x0076,00 EB
45785,0x0100,25 20
45796,0x0076,00 E7
45801,0x0070,00 18
0018
45806,0x0001,00 03
45820,0x0100,25 E8
45831,0x0076,00 D5
45836,0x0070,00 14
0014
45841,0x0001,00 01
45855,0x0100,26 3C
45865,0x0076,00 CD
45871,0x0070,00 10
0010
45876,0x0001,00 00
45891,0x0100,26 30
45926,0x0100,25 AC
45961,0x0100,24 74
45990,0x0064,00 FF
45996,0x0100,23 54
46030,0x0100,22 24
46065,0x0100,21 08
46100,0x0100,1F 60
46136,0x0100,1E 1C
46172,0x0100,1C 58
46208,0x0100,1A 60
46242,0x0100,18 D0
46276,0x0100,18 54
46311,0x0100,17 B8
46346,0x0100,17 A8
46382,0x0100,17 F8
46391,0x0076,00 D4
46417,0x0100,18 5C
46427,0x0076,00 EC
46432,0x0070,00 19
0019
46437,0x0001,00 03
46453,0x0100,18 BC
46464,0x0076,00 EF
46467,0x0070,00 1A
001A
46488,0x0100,19 6C
46498,0x0076,00 F3
46503,0x0070,00 1B
001B
46508,0x0001,00 04
46523,0x0100,1A 5C
46533,0x0076,00 F7
46538,0x0070,00 1C
001C
46557,0x0100,1C 3C
46592,0x0100,1E 4C
46628,0x0100,20 18
46663,0x0100,21 24
46699,0x0100,22 C0
46709,0x0076,00 F4
46713,0x0070,00 1B
001B
46734,0x0100,24 24
46744,0x0076,00 F2
46769,0x0100,25 F0
46779,0x0076,00 EF
46784,0x0070,00 1A
001A
46803,0x0100,26 80
46814,0x0076,00 E9
46819,0x0070,00 18
0018
46824,0x0001,00 03
46838,0x0100,27 B0
46849,0x0076,00 E5
46854,0x0070,00 17
0017
46874,0x0100,28 6C
46883,0x0076,00 E4
46909,0x0100,28 EC
46918,0x0076,00 E3
46929,0x0001,00 02
46945,0x0100,29 50
46955,0x0076,00 D5
46959,0x0070,00 11
0011
46964,0x0001,00 01
46976,0x0064,00 00
46980,0x0100,28 A0
46990,0x0076,00 CD
46999,0x0001,00 00
47015,0x0100,28 1C
47049,0x0100,27 68
47084,0x0100,26 10
47119,0x0100,24 80
47155,0x0100,23 40
47191,0x0100,21 A8
47226,0x0100,20 00
47241,0x0070,00 10
0010
47261,0x0100,1E 94
47296,0x0100,1C F0
47330,0x0100,1B 60
47365,0x0100,1A 24
47401,0x0100,18 68
47436,0x0100,18 30
47467,0x0064,00 FF
47472,0x0100,18 68
47507,0x0100,18 E4
47542,0x0100,19 6C
47576,0x0100,19 F4
47611,0x0100,1A 34
47647,0x0100,1A 14
47682,0x0100,19 A4
