millis,DID,data_hex,u16be
56163,0x71,00 04,4
56167,0x72,02 55,597
56177,0x76,00 E1,225
56183,0x77,00 06,6
56188,0x100,1D 60,7520
56198,0x107,00 79,121
56203,0x108,1A C0,6848
56207,0x110,0D 97,3479
56369,0x801,00 1A,26
56373,0x802,94 AF,38063
56530,0x0,00 77,119
56534,0x1,00 04,4
56539,0x2,01 22,290
56551,0x3,01 E1,481
56566,0x6,02 58,600
56571,0x7,00 8F,143
56576,0x8,02 36,566
56597,0x12,00 E8,232
56632,0x35,00 04,4
56637,0x38,00 71,113
56673,0x64,00 FF,255
56678,0x70,00 1B,27
56688,0x72,02 5A,602
56693,0x73,00 8E,142
56697,0x76,00 E2,226
56707,0x100,1E 20,7712
56718,0x107,00 78,120
56723,0x108,1A BC,6844
56728,0x110,0D 59,3417
56749,0x130,07 B0,1968
56896,0x801,00 1B,27
56900,0x802,93 EA,37866
57062,0x1,00 03,3
57067,0x2,02 03,515
57071,0x3,01 D4,468
57088,0x6,02 50,592
57092,0x7,00 90,144
57097,0x8,02 34,564
57102,0x9,00 44,68
57117,0x12,00 E3,227
57151,0x35,00 03,3
57191,0x64,00 00,0
57196,0x70,00 1A,26
57207,0x72,02 5C,604
57212,0x73,00 8F,143
57235,0x100,1E 74,7796
57246,0x107,00 76,118
57251,0x108,1A B8,6840
57256,0x110,0D 04,3332
57270,0x130,07 D0,2000
57416,0x801,00 1A,26
57421,0x802,96 43,38467
57581,0x1,00 04,4
57586,0x2,01 2F,303
57591,0x3,01 DF,479
57605,0x6,02 56,598
57611,0x7,00 8C,140
57618,0x8,02 32,562
57637,0x12,00 E5,229
57673,0x35,00 04,4
57678,0x38,00 73,115
57694,0x39,00 07,7
57723,0x64,00 FF,255
57729,0x70,00 1B,27
57739,0x72,02 54,596
57744,0x73,00 90,144
57749,0x76,00 E6,230
57754,0x77,00 07,7
57758,0x100,1E 64,7780
57769,0x107,00 79,121
57779,0x110,0D 7D,3453
57784,0x120,00 81,129
57940,0x801,00 1C,28
57945,0x802,95 67,38247
58101,0x0,00 7A,122
58106,0x1,00 05,5
58112,0x2,01 4E,334
58126,0x3,01 E4,484
58141,0x6,02 4D,589
58146,0x7,00 8D,141
58151,0x8,02 30,560
58173,0x12,00 DD,221
58203,0x34,01 2D,301
58213,0x38,00 75,117
58219,0x39,00 09,9
58253,0x70,00 1D,29
58259,0x71,00 05,5
58264,0x72,02 52,594
58269,0x73,00 8F,143
58274,0x76,00 EB,235
58279,0x77,00 09,9
58283,0x100,20 94,8340
58293,0x107,00 77,119
58308,0x108,1A B4,6836
58313,0x110,0D 37,3383
58318,0x120,00 82,130
58327,0x130,07 A2,1954
58332,0x132,07 A1,1953
58475,0x801,00 1D,29
58480,0x802,91 2F,37167
58640,0x1,00 04,4
58645,0x2,01 3E,318
58649,0x3,01 CF,463
58665,0x6,02 5B,603
58674,0x7,00 90,144
58679,0x8,02 2F,559
58698,0x12,00 DC,220
58729,0x34,01 2C,300
58773,0x64,00 00,0
58799,0x72,02 56,598
58804,0x73,00 90,144
58818,0x100,23 38,9016
58829,0x107,00 70,112
58834,0x108,1A B0,6832
58839,0x110,0C 10,3088
58844,0x120,00 86,134
58853,0x130,07 8C,1932
58858,0x132,07 8C,1932
59004,0x802,8F AB,36779
59160,0x0,00 79,121
59170,0x2,00 D9,217
59175,0x3,01 C7,455
59189,0x6,02 55,597
59195,0x7,00 8F,143
59200,0x8,02 2D,557
59229,0x12,00 DF,223
59260,0x34,01 2D,301
59307,0x64,00 FF,255
59323,0x72,02 59,601
59342,0x100,23 30,9008
59358,0x108,1A AC,6828
59363,0x110,0C 05,3077
59368,0x120,00 88,136
59378,0x130,07 A7,1959
59382,0x132,07 88,1928
59524,0x801,00 1C,28
59529,0x802,96 96,38550
59694,0x2,01 AC,428
59699,0x3,01 BD,445
59713,0x6,02 58,600
59718,0x7,00 8E,142
59736,0x8,02 2B,555
59755,0x12,00 D8,216
59847,0x72,02 56,598
59868,0x100,23 B0,9136
59877,0x107,00 6D,109
59882,0x108,1A A8,6824
59888,0x110,0C 0B,3083
59893,0x120,00 8A,138
59905,0x130,07 85,1925
59910,0x132,07 A4,1956
60056,0x802,93 09,37641
60216,0x1,00 05,5
60221,0x2,00 ED,237
60226,0x3,01 B6,438
60240,0x6,02 55,597
60246,0x7,00 8B,139
60258,0x8,02 29,553
60277,0x12,00 D7,215
60309,0x34,01 2C,300
60354,0x64,00 00,0
60368,0x72,02 58,600
60375,0x73,00 8F,143
60390,0x100,25 E4,9700
60395,0x102,7C 71,31857
60399,0x107,00 69,105
60404,0x108,1A A4,6820
60409,0x110,0B 47,2887
60416,0x120,00 8C,140
60420,0x122,00 8D,141
60425,0x130,07 89,1929
60430,0x132,07 89,1929
60570,0x801,00 1D,29
60582,0x802,94 DE,38110
60723,0x8004,00 02,2
60737,0x0,00 74,116
60743,0x1,00 03,3
60748,0x2,01 7B,379
60753,0x3,01 89,393
60768,0x6,02 57,599
60773,0x7,00 8F,143
60778,0x8,02 28,552
60784,0x9,00 45,69
60800,0x12,00 DB,219
60829,0x34,01 25,293
60834,0x35,00 01,1
60839,0x38,00 66,102
60844,0x39,00 00,0
60874,0x64,00 FF,255
60888,0x70,00 14,20
60892,0x71,00 01,1
60897,0x72,02 53,595
60903,0x73,00 8E,142
60908,0x76,00 CD,205
60913,0x77,00 00,0
60918,0x100,21 AC,8620
60926,0x102,7D F9,32249
60929,0x107,00 60,96
60934,0x108,1A A0,6816
60939,0x110,09 4A,2378
60945,0x120,00 80,128
60950,0x122,00 8A,138
60955,0x130,07 9C,1948
60960,0x132,07 A4,1956
61099,0x801,00 13,19
61114,0x802,94 01,37889
61254,0x8004,00 04,4
61271,0x0,00 70,112
61276,0x1,00 01,1
61281,0x2,01 1B,283
61286,0x3,01 CD,461
61291,0x4,02 F0,752
61300,0x6,02 54,596
61305,0x7,00 8E,142
61312,0x8,02 26,550
61411,0x70,00 13,19
61420,0x72,02 5B,603
61425,0x73,00 8D,141
61441,0x100,19 7C,6524
61449,0x102,7C 29,31785
61453,0x107,00 74,116
61467,0x108,1A 9C,6812
61472,0x110,0C B9,3257
61487,0x130,07 B0,1968
61492,0x132,07 B0,1968
61637,0x802,8B E5,35813
61803,0x2,01 46,326
61813,0x4,02 F1,753
61824,0x6,02 53,595
61827,0x7,00 90,144
61832,0x8,02 24,548
61853,0x12,00 DA,218
61928,0x64,00 00,0
61933,0x70,00 14,20
61943,0x72,02 57,599
61947,0x73,00 8E,142
61963,0x100,1A 30,6704
61992,0x110,0C D9,3289
62153,0x801,00 14,20
62158,0x802,8A F6,35574
62324,0x2,01 83,387
62330,0x3,01 CF,463
62349,0x6,02 4D,589
62353,0x7,00 8F,143
62358,0x8,02 22,546
62380,0x12,00 DB,219
62455,0x64,00 FF,255
62470,0x72,02 50,592
62475,0x73,00 8F,143
62490,0x100,19 14,6420
62500,0x107,00 75,117
62505,0x108,1A 94,6804
62510,0x110,0C D8,3288
62535,0x130,07 D0,2000
62540,0x132,07 D0,2000
62685,0x802,8B 13,35603
62851,0x2,01 D0,464
62857,0x3,01 D0,464
62872,0x6,02 4E,590
62877,0x7,00 8C,140
62881,0x8,02 20,544
62902,0x12,00 D8,216
62992,0x72,02 51,593
63011,0x100,19 BC,6588
63027,0x108,1A 90,6800
63035,0x110,0C E9,3305
63049,0x130,07 B0,1968
63054,0x132,07 B0,1968
63201,0x802,91 DA,37338
63369,0x0,00 71,113
63378,0x2,00 D7,215
63399,0x6,02 4F,591
63404,0x7,00 8E,142
63409,0x8,02 1E,542
63413,0x9,00 46,70
63503,0x64,00 00,0
63519,0x72,02 56,598
63538,0x100,19 F0,6640
63549,0x107,00 74,116
63559,0x110,0C B9,3257
63575,0x130,07 D0,2000
63725,0x802,91 FA,37370
63881,0x0,00 70,112
63891,0x2,01 18,280
63896,0x3,01 CF,463
63922,0x6,02 57,599
63927,0x7,00 8F,143
63932,0x8,02 1C,540
64026,0x64,00 FF,255
64043,0x72,02 5B,603
64047,0x73,00 8E,142
64062,0x100,1A 58,6744
64071,0x107,00 75,117
64082,0x110,0C D5,3285
64102,0x132,07 D0,2000
64247,0x802,8A 84,35460
64413,0x2,01 69,361
64418,0x3,01 CB,459
64432,0x6,02 5C,604
64437,0x7,00 8D,141
64443,0x8,02 1A,538
64470,0x12,00 D6,214
64560,0x72,02 56,598
64566,0x73,00 90,144
64581,0x100,19 88,6536
64591,0x107,00 74,116
64595,0x108,1A 8C,6796
64600,0x110,0C BD,3261
64766,0x802,93 C2,37826
64921,0x0,00 71,113
64932,0x2,01 B3,435
64937,0x3,01 CD,461
64952,0x6,02 52,594
64961,0x8,02 18,536
64983,0x12,00 D5,213
65058,0x64,00 00,0
65073,0x72,02 5B,603
65084,0x73,00 8E,142
65100,0x100,19 F8,6648
65120,0x110,0C A3,3235
65281,0x801,00 13,19
65285,0x802,93 20,37664
65442,0x0,00 70,112
65451,0x2,01 6A,362
65456,0x3,01 D2,466
65472,0x6,02 5D,605
65477,0x7,00 90,144
65482,0x8,02 16,534
65576,0x64,00 FF,255
65592,0x72,02 56,598
65597,0x73,00 8F,143
65611,0x100,1A 14,6676
65628,0x108,1A 88,6792
65642,0x110,0C C1,3265
65655,0x130,07 B0,1968
65660,0x132,07 B0,1968
65801,0x801,00 14,20
65806,0x802,95 ED,38381
65961,0x0,00 71,113
65971,0x2,00 FF,255
65975,0x3,01 D0,464
65991,0x6,02 55,597
65996,0x7,00 8F,143
66001,0x8,02 15,533
66007,0x9,00 47,71
66021,0x12,00 D3,211
66052,0x34,01 26,294
66112,0x72,02 58,600
66132,0x100,19 70,6512
66152,0x107,00 75,117
66162,0x110,0C DD,3293
66177,0x130,07 D0,2000
66181,0x132,07 D0,2000
66328,0x802,8B BA,35770
66493,0x2,01 77,375
66498,0x3,01 D2,466
66514,0x6,02 58,600
66519,0x7,00 8E,142
66525,0x8,02 12,530
66621,0x64,00 00,0
66635,0x72,02 59,601
66641,0x73,00 90,144
66657,0x100,1A 04,6660
66671,0x108,1A 84,6788
66676,0x110,0C C4,3268
66852,0x802,93 40,37696
67008,0x0,00 72,114
67013,0x1,00 02,2
67018,0x2,01 7C,380
67023,0x3,02 1D,541
67037,0x6,02 27,551
67042,0x7,00 83,131
67048,0x8,02 11,529
67068,0x12,00 7B,123
67098,0x34,01 29,297
67103,0x35,00 03,3
67143,0x64,00 FF,255
67148,0x70,00 1B,27
67153,0x71,00 03,3
67158,0x72,02 23,547
67165,0x73,00 82,130
67190,0x100,06 44,1604
67195,0x102,80 00,32768
67200,0x107,00 88,136
67205,0x108,1D A4,7588
67211,0x110,00 00,0
67226,0x130,07 B0,1968
67231,0x132,07 B0,1968
67371,0x801,00 19,25
67377,0x802,8B 70,35696
67517,0x8004,00 01,1
67531,0x0,00 76,118
67537,0x1,00 03,3
67543,0x2,02 52,594
67548,0x3,03 F5,1013
67562,0x6,02 1E,542
67567,0x7,00 81,129
67584,0x8,02 0F,527
67603,0x12,00 1B,27
67634,0x34,01 2A,298
67670,0x60,00 00,0
67679,0x64,00 00,0
67684,0x70,00 19,25
67695,0x72,02 1F,543
67701,0x73,00 81,129
67716,0x100,00 00,0
67725,0x107,00 00,0
67730,0x108,1D A0,7584
67746,0x122,00 80,128
67751,0x130,00 00,0
67756,0x132,00 00,0
67900,0x802,98 2D,38957
68087,0x6,02 1A,538
68103,0x7,00 80,128
68108,0x8,02 0D,525
68128,0x12,00 1C,28
68217,0x72,02 1B,539
68222,0x73,00 80,128
68422,0x802,97 9E,38814
68588,0x2,02 53,595
68594,0x3,03 F7,1015
70104,0x6,02 0C,524
70109,0x7,00 7D,125
70114,0x8,02 07,519
70119,0x9,00 48,72
70133,0x12,00 27,39
70225,0x72,02 0E,526
70234,0x73,00 7D,125
70264,0x108,1D 9C,7580
70447,0x802,92 93,37523
70612,0x2,02 52,594
70632,0x6,02 09,521
70637,0x7,00 7C,124
70642,0x8,02 06,518
70661,0x12,00 2B,43
70753,0x72,02 0B,523
70787,0x108,1D 98,7576
70958,0x802,92 9A,37530
71124,0x2,02 53,595
71129,0x3,03 F5,1013
71144,0x6,02 07,519
71148,0x7,00 7B,123
71153,0x8,02 05,517
71174,0x12,00 2E,46
71265,0x72,02 08,520
71276,0x73,00 7C,124
71477,0x802,97 B8,38840
71664,0x6,02 04,516
71673,0x8,02 04,516
71694,0x12,00 33,51
71785,0x72,02 06,518
71790,0x73,00 7B,123
71990,0x802,99 B8,39352
72156,0x2,02 52,594
72176,0x6,02 02,514
72181,0x7,00 7A,122
72186,0x8,02 03,515
72205,0x12,00 37,55
72295,0x72,02 04,516
72502,0x802,91 46,37190
72688,0x6,02 00,512
72704,0x8,02 02,514
72725,0x12,00 3C,60
72815,0x72,02 02,514
72820,0x73,00 7A,122
72851,0x108,1D 94,7572
73020,0x802,9A 24,39460
73191,0x3,03 F7,1015
73207,0x6,01 FE,510
73237,0x12,00 41,65
73328,0x72,02 00,512
73533,0x802,93 12,37650
73699,0x2,02 53,595
73730,0x6,01 FC,508
73735,0x7,00 79,121
73740,0x8,02 01,513
73759,0x12,00 47,71
73860,0x72,01 FE,510
74065,0x802,90 2E,36910
74231,0x2,02 52,594
74250,0x6,01 FB,507
74261,0x8,02 00,512
74266,0x9,00 49,73
74271,0x10,02 C4,708
74280,0x12,00 4D,77
74371,0x72,01 FD,509
74377,0x73,00 79,121
74577,0x802,92 13,37395
74763,0x6,01 FA,506
74793,0x12,00 54,84
74884,0x72,01 FB,507
75089,0x802,93 B5,37813
75255,0x2,02 53,595
75285,0x6,01 F8,504
75290,0x7,00 78,120
75315,0x12,00 5B,91
75406,0x72,01 FA,506
75614,0x802,9A 79,39545
75785,0x3,03 F5,1013
75800,0x6,01 F7,503
75810,0x8,01 FF,511
75829,0x12,00 63,99
75919,0x72,01 F9,505
75925,0x73,00 78,120
76126,0x802,9A A3,39587
76292,0x2,02 52,594
76312,0x6,01 F6,502
76342,0x12,00 6B,107
76432,0x72,01 F8,504
76645,0x802,93 70,37744
76831,0x6,01 F5,501
76836,0x7,00 77,119
76861,0x12,00 73,115
76952,0x72,01 F7,503
77158,0x802,93 4A,37706
77342,0x6,01 F4,500
77353,0x8,01 FE,510
77372,0x12,00 7C,124
77498,0x108,1D 90,7568
77669,0x802,93 11,37649
77888,0x12,00 85,133
77978,0x72,01 F6,502
78184,0x802,92 F5,37621
78370,0x6,01 F3,499
78399,0x12,00 8F,143
78500,0x72,01 F5,501
78505,0x73,00 77,119
78706,0x802,92 88,37512
78872,0x2,02 53,595
78921,0x12,00 9A,154
79218,0x802,9A 31,39473
79384,0x2,02 52,594
79389,0x3,03 F7,1015
79404,0x6,01 F2,498
79413,0x8,01 FD,509
79434,0x12,00 A5,165
79524,0x72,01 F4,500
79730,0x802,93 76,37750
79900,0x3,03 F5,1013
79945,0x12,00 B0,176
80242,0x802,93 7E,37758
80470,0x12,00 BD,189
80768,0x802,98 FC,39164
80942,0x3,03 F7,1015
80956,0x6,01 F1,497
80988,0x12,00 CA,202
81283,0x802,96 99,38553
81453,0x3,03 F5,1013
81474,0x7,00 76,118
81479,0x8,01 FC,508
81500,0x12,00 D8,216
81590,0x72,01 FE,510
81595,0x73,00 7A,122
81796,0x802,98 DA,39130
81980,0x6,01 FE,510
81986,0x7,00 7A,122
82012,0x12,00 E6,230
82115,0x72,02 01,513
82320,0x802,98 5B,39003
82486,0x2,02 53,595
82491,0x3,03 F7,1015
82505,0x6,01 FF,511
82536,0x12,00 F6,246
82566,0x34,01 29,297
82625,0x72,02 02,514
82831,0x802,8B 4B,35659
82997,0x2,02 52,594
83018,0x6,02 00,512
83048,0x12,01 06,262
83138,0x72,02 03,515
83143,0x73,00 7B,123
83344,0x802,96 D8,38616
83510,0x2,02 53,595
